,genes_name,genes_id,product,locus_tag
4346,asmA,EG11361,putative assembly protein AsmA,b2064
4347,dcd,EG11418,,b2065
4348,dcd,EG11418,dCTP deaminase,b2065
4349,udk,EG11701,,b2066
4350,udk,EG11701,uridine/cytidine kinase,b2066
4351,dgcE,EG12396,,b2067
4352,dgcE,EG12396,putative diguanylate cyclase DgcE,b2067
4353,alkA,EG11222,,b2068
4354,alkA,EG11222,DNA-3-methyladenine glycosylase 2,b2068
4355,yegD,EG12200,,b2069
4356,yegD,EG12200,HSP70 family protein YegD,b2069
4357,yegI,G7109,,b2070
4358,yegI,G7109,putative serine/threonine-protein kinase YegI,b2070
4359,yegJ,G7110,,b2071
4360,yegJ,G7110,DUF2314 domain-containing protein YegJ,b2071
4361,pphC,G7111,,b2072
4362,pphC,G7111,protein-serine/threonine phosphatase PphC,b2072
4363,yegL,G7112,,b2073
4364,yegL,G7112,IPR002035 domain-containing protein YegL,b2073
4365,sibA,G0-8884,,b4436
4366,sibA,G0-8884,small RNA SibA,b4436
4367,ibsA,G0-10633,,b4667
4368,ibsA,G0-10633,toxic peptide IbsA,b4667
4369,sibB,G0-8885,,b4437
4370,sibB,G0-8885,small RNA SibB,b4437
4371,ibsB,G0-10632,,b4668
4372,ibsB,G0-10632,putative toxic peptide IbsB,b4668
4373,mdtA,G7113,,b2074
4374,mdtA,G7113,multidrug efflux pump membrane fusion protein MdtA,b2074
4375,mdtB,G7114,,b2075
4376,mdtB,G7114,multidrug efflux pump RND permease subunit MdtB,b2075
4377,mdtC,G7115,,b2076
4378,mdtC,G7115,multidrug efflux pump RND permease subunit MdtC,b2076
4379,mdtD,EG12136,,b2077
4380,mdtD,EG12136,putative multidrug efflux pump MdtD,b2077
4381,baeS,EG11617,,b2078
4382,baeS,EG11617,sensor histidine kinase BaeS,b2078
4383,baeR,EG11618,,b2079
4384,baeR,EG11618,DNA-binding transcriptional activator BaeR,b2079
4385,yegP,G7117,,b2080
4386,yegP,G7117,DUF1508 domain-containing protein YegP,b2080
4387,trhP,G7118,,b2081
4388,trhP,G7118,tRNA wobble base hydroxylation protein TrhP,b2081
4389,cyaR,G0-8878,,b4438
4390,cyaR,G0-8878,small regulatory RNA CyaR,b4438
4391,ogrK,G7119,,b2082
4392,ogrK,G7119,prophage P2 late control protein OgrK,b2082
4393,yegZ,G7120,,b2083
4394,yegR,G7122,,b2085
4395,yegR,G7122,uncharacterized protein YegR,b2085
4396,yegS,G7123,,b2086
4397,yegS,G7123,lipid kinase YegS,b2086
4398,gatR,EG12162,,b4498
4399,gatR,EG12162,"DNA-binding transcriptional repressor GatR, N-terminal fragment",b4498
4400,gatR,G8207,,b4498
4401,insE5,G7125,,b2088
4402,insE5,G7125,IS3 element protein InsE,b2088
4403,insF5,G7126,,b2089
4404,insF5,G7126,IS3 element protein InsF,b2089
4405,gatR,GFRAG0-2,,b4498
4406,gatD,EG12417,,b2091
4407,gatD,EG12417,galactitol-1-phosphate 5-dehydrogenase,b2091
4408,gatC,EG12416,,b2092
4409,gatB,EG12415,,b2093
4410,gatB,EG12415,galactitol-specific PTS enzyme IIB component,b2093
4411,gatA,EG12414,,b2094
4412,gatA,EG12414,galactitol-specific PTS enzyme IIA component,b2094
4413,gatZ,G7128,,b2095
4414,gatZ,G7128,"putative tagatose-1,6-bisphosphate aldolase 2 chaperone",b2095
4415,gatY,EG12419,,b2096
4416,gatY,EG12419,"tagatose-1,6-bisphosphate aldolase 2",b2096
4417,fbaB,G7129,,b2097
4418,fbaB,G7129,fructose-bisphosphate aldolase class I,b2097
4419,yegT,G7130,,b2098
4420,yegT,G7130,putative transporter YegT,b2098
4421,yegU,G7131,,b2099
4422,yegU,G7131,putative ADP-ribosylglycohydrolase YegU,b2099
4423,yegV,G7132,,b2100
4424,yegV,G7132,putative sugar kinase YegV,b2100
4425,yegW,G7133,,b2101
4426,yegW,G7133,putative DNA-binding transcriptional regulator YegW,b2101
4427,yegX,G7134,,b2102
4428,yegX,G7134,putative glycosyl hydrolase YegX,b2102
4429,thiD,G7135,,b2103
4430,thiD,G7135,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,b2103
4431,thiM,M007,,b2104
4432,thiM,M007,hydroxyethylthiazole kinase,b2104
4433,rcnR,G7137,,b2105
4434,rcnR,G7137,DNA-binding transcriptional repressor RcnR,b2105
4435,rcnA,G7138,,b2106
4436,rcnA,G7138,Ni(2(+))/Co(2(+)) exporter,b2106
4437,rcnB,G7139,,b2107
4438,rcnB,G7139,periplasmic protein involved in nickel/cobalt export,b2107
4439,yehA,EG11987,,b2108
4440,yehA,EG11987,putative fimbrial adhesin YehA,b2108
4441,yehB,EG11988,,b2109
4442,yehB,EG11988,putative fimbrial usher protein YehB,b2109
4443,yehC,EG11989,,b2110
4444,yehC,EG11989,putative fimbrial chaperone YehC,b2110
4445,yehD,EG11990,,b2111
4446,yehD,EG11990,putative fimbrial protein YehD,b2111
4447,yehE,EG11991,,b2112
4448,yehE,EG11991,DUF2574 domain-containing protein YehE,b2112
4449,mrp,EG10611,,b2113
4450,mrp,EG10611,P-loop NTPase family protein Mrp,b2113
4451,metG,EG10586,,b2114
4452,metG,EG10586,methionine--tRNA ligase,b2114
4453,yehF,EG11992,,b2115
4454,yehF,EG11992,PF05406 family protein YehF,b2115
4455,yehH,G8208,,b4499
4456,yehI,EG11995,,b2118
4457,yehI,EG11995,DUF4132 domain-containing protein YehI,b2118
4458,yehK,G0-10458,,b4541
4459,yehK,G0-10458,uncharacterized protein YehK,b4541
4460,yehL,EG11998,,b2119
4461,yehL,EG11998,putative AAA(+) MoxR family ATPase YehL,b2119
4462,yehM,EG11999,,b2120
4463,yehM,EG11999,uncharacterized protein YehM,b2120
4464,yehP,EG12002,,b2121
4465,yehP,EG12002,VWA domain-containing protein YehP,b2121
4466,yehQ,EG12003,,b2122
4467,yehQ,EG12003,SWIM zinc finger domains-containing protein YehQ,b2122
4468,yehR,EG12004,,b2123
4469,yehR,EG12004,DUF1307 domain-containing lipoprotein YehR,b2123
4470,yehS,EG12005,,b2124
4471,yehS,EG12005,DUF1456 domain-containing protein YehS,b2124
4472,btsR,EG12006,,b2125
4473,btsR,EG12006,DNA-binding transcriptional dual regulator BtsR,b2125
4474,btsS,EG12007,,b2126
4475,btsS,EG12007,high-affinity pyruvate receptor,b2126
4476,mlrA,EG12008,,b2127
4477,mlrA,EG12008,DNA-binding transcriptional activator MlrA,b2127
4478,yohO,G0-10459,,b4542
4479,yohO,G0-10459,UPF0387 family protein YohO,b4542
4480,yehW,EG12009,,b2128
4481,yehW,EG12009,glycine betaine ABC transporter membrane subunit YehW,b2128
4482,yehX,EG12010,,b2129
4483,yehX,EG12010,glycine betaine ABC transporter ATP binding subunit YehX,b2129
4484,yehY,EG12011,,b2130
4485,yehY,EG12011,glycine betaine ABC transporter membrane subunit YehY,b2130
4486,osmF,EG12012,,b2131
4487,osmF,EG12012,glycine betaine ABC transporter periplasmic binding protein OsmF,b2131
4488,bglX,EG12013,,b2132
4489,bglX,EG12013,"beta-D-glucoside glucohydrolase, periplasmic",b2132
4490,dld,EG10231,,b2133
4491,dld,EG10231,quinone-dependent D-lactate dehydrogenase,b2133
4492,pbpG,EG12015,,b2134
4493,pbpG,EG12015,peptidoglycan DD-endopeptidase PbpG,b2134
4494,yohC,EG12016,,b2135
4495,yohC,EG12016,putative inner membrane protein,b2135
4496,yohD,EG12017,,b2136
4497,yohD,EG12017,DedA family protein YohD,b2136
4498,yohF,EG12019,,b2137
4499,yohF,EG12019,putative oxidoreductase YohF,b2137
4500,mdtQ,EG12020,,b2139
4501,yohP,G0-10652,,b4679
4502,yohP,G0-10652,putative membrane protein YohP,b4679
4503,dusC,EG12022,,b2140
4504,dusC,EG12022,tRNA-dihydrouridine(16) synthase,b2140
4505,yohJ,EG12023,,b2141
4506,yohJ,EG12023,putative 3-hydroxypropanoate export protein YohJ,b2141
4507,yohK,EG12024,,b2142
4508,yohK,EG12024,putative 3-hydroxypropanoate export protein YohK,b2142
4509,cdd,EG10137,,b2143
4510,cdd,EG10137,cytidine/deoxycytidine deaminase,b2143
4511,sanA,EG12025,,b2144
4512,sanA,EG12025,DUF218 domain-containing protein SanA,b2144
4513,yeiS,G7144,,b2145
4514,yeiS,G7144,DUF2542 domain-containing protein YeiS,b2145
4515,preT,G7145,,b2146
4516,preT,G7145,dihydropyrimidine dehydrogenase (NAD(+)) subunit PreT,b2146
4517,preA,EG11289,,b2147
4518,preA,EG11289,dihydropyrimidine dehydrogenase (NAD(+)) subunit PreA,b2147
4519,mglC,EG10594,,b2148
4520,mglC,EG10594,D-galactose/methyl-galactoside ABC transporter membrane subunit,b2148
4521,mglA,EG10592,,b2149
4522,mglA,EG10592,D-galactose/methyl-galactoside ABC transporter ATP binding subunit,b2149
4523,mglB,EG10593,,b2150
4524,mglB,EG10593,D-galactose/methyl-galactoside ABC transporter periplasmic binding protein,b2150
4525,galS,EG10365,,b2151
4526,galS,EG10365,DNA-binding transcriptional dual regulator GalS,b2151
4527,yeiB,EG11290,,b2152
4528,yeiB,EG11290,DUF418 domain-containing protein YeiB,b2152
4529,folE,EG11375,,b2153
4530,folE,EG11375,GTP cyclohydrolase 1,b2153
4531,yeiG,EG12026,,b2154
4532,yeiG,EG12026,S-formylglutathione hydrolase/S-lactoylglutathione hydrolase,b2154
4533,cirA,EG10155,,b2155
4534,cirA,EG10155,iron-catecholate outer membrane transporter CirA,b2155
4535,lysP,EG11337,,b2156
4536,lysP,EG11337,lysine:H(+) symporter,b2156
4537,yeiE,EG12105,,b2157
4538,yeiE,EG12105,DNA-binding transcriptional regulator YeiE,b2157
4539,yeiH,EG12027,,b2158
4540,yeiH,EG12027,PF03601 family inner membrane protein YeiH,b2158
4541,nfo,EG10651,,b2159
4542,nfo,EG10651,endonuclease IV,b2159
4543,yeiI,EG12028,,b2160
4544,yeiI,EG12028,putative sugar kinase YeiI,b2160
4545,nupX,EG12029,,b2161
4546,nupX,EG12029,putative nucleoside transporter,b2161
4547,rihB,EG12030,,b2162
4548,rihB,EG12030,pyrimidine-specific ribonucleoside hydrolase RihB,b2162
4549,yeiL,EG12031,,b2163
4550,yeiL,EG12031,DNA-binding transcriptional activator YeiL,b2163
4551,psuT,EG12032,,b2164
4552,psuT,EG12032,putative pseudouridine transporter,b2164
4553,psuG,EG12033,,b2165
4554,psuG,EG12033,pseudouridine-5'-phosphate glycosidase,b2165
4555,psuK,EG11646,,b2166
4556,psuK,EG11646,putative pseudouridine kinase,b2166
4557,fruA,EG10336,,b2167
4558,fruA,EG10336,fructose-specific PTS multiphosphoryl transfer protein FruA,b2167
4559,fruK,EG10337,,b2168
4560,fruK,EG10337,1-phosphofructokinase,b2168
4561,fruB,G7990,,b2169
4562,fruB,G7990,fructose-specific PTS multiphosphoryl transfer protein FruB,b2169
4563,setB,EG12034,,b2170
4564,setB,EG12034,sugar exporter SetB,b2170
4565,yeiW,G0-10511,,b4502
4566,yeiW,G0-10511,putative metal-chelating domain-containing protein YeiW,b4502
4567,yeiP,EG12035,,b2171
4568,yeiP,EG12035,elongation factor P-like protein YeiP,b2171
4569,yeiQ,EG12036,,b2172
4570,yeiQ,EG12036,putative oxidoreductase YeiQ,b2172
4571,yeiR,EG12104,,b2173
4572,yeiR,EG12104,zinc-binding GTPase YeiR,b2173
4573,lpxT,G7146,,b2174
4574,lpxT,G7146,lipid A-core phosphotransferase,b2174
4575,mepS,G7147,,b2175
4576,mepS,G7147,"peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase",b2175
4577,pdeN,G7148,,b2176
4578,pdeN,G7148,putative c-di-GMP phosphodiesterase PdeN,b2176
4579,yejA,EG12037,,b2177
4580,yejA,EG12037,putative oligopeptide ABC transporter periplasmic binding protein YejA,b2177
4581,yejB,EG12038,,b2178
4582,yejB,EG12038,putative oligopeptide ABC transporter membrane subunit YejB,b2178
4583,yejE,EG12040,,b2179
4584,yejE,EG12040,putative oligopeptide ABC transporter membrane subunit YejE,b2179
4585,yejF,EG12041,,b2180
4586,yejF,EG12041,putative oligopeptide ABC transporter ATP binding subunit YejF,b2180
4587,yejG,EG12042,,b2181
4588,yejG,EG12042,protein YejG,b2181
4589,bcr,EG11419,,b2182
4590,bcr,EG11419,multidrug efflux pump Bcr,b2182
4591,rsuA,EG12044,,b2183
4592,rsuA,EG12044,16S rRNA pseudouridine(516) synthase,b2183
4593,radD,EG12045,,b2184
4594,radD,EG12045,putative DNA repair helicase RadD,b2184
4595,rplY,EG10885,,b2185
4596,rplY,EG10885,50S ribosomal subunit protein L25,b2185
4597,yejK,EG12048,,b2186
4598,yejK,EG12048,nucleoid-associated protein YejK,b2186
4599,yejL,EG12043,,b2187
4600,yejL,EG12043,DUF1414 domain-containing protein YejL,b2187
4601,lapC,EG12049,,b2188
4602,lapC,EG12049,lipopolysaccharide signal transducer LapC,b2188
4603,proL,EG30067,,b2189
4604,proL,EG30067,tRNA-Pro,b2189
4605,yejO,EG12051,,b2190
4606,yejO,EG12051,adhesin-like autotransporter YejO,b2190
4607,yejO,GFRAG0-21,,b2190
4608,insH8,G7150,,b2192
4609,insH8,G7150,IS5 family transposase and trans-activator,b2192
4610,yejO,GFRAG0-20,,b2190
4611,narP,EG11527,,b2193
4612,narP,EG11527,DNA-binding transcriptional dual regulator NarP,b2193
4613,ccmH,EG12052,,b2194
4614,ccmH,EG12052,holocytochrome c synthase CcmH component,b2194
4615,ccmG,EG12053,,b2195
4616,ccmG,EG12053,thiol:disulfide oxidoreductase CcmG,b2195
4617,ccmF,EG12054,,b2196
4618,ccmF,EG12054,holocytochrome c synthase CcmF component,b2196
4619,ccmE,EG12055,,b2197
4620,ccmE,EG12055,periplasmic heme chaperone,b2197
4621,ccmD,EG12169,,b2198
4622,ccmD,EG12169,cytochrome c maturation protein D,b2198
4623,ccmC,EG12057,,b2199
4624,ccmC,EG12057,cytochrome c maturation protein C,b2199
4625,ccmB,EG12058,,b2200
4626,ccmB,EG12058,cytochrome c maturation protein B,b2200
4627,ccmA,EG12059,,b2201
4628,ccmA,EG12059,cytochrome c maturation protein A,b2201
4629,napC,EG12060,,b2202
4630,napC,EG12060,periplasmic nitrate reductase cytochrome c protein,b2202
4631,napB,EG12061,,b2203
4632,napB,EG12061,periplasmic nitrate reductase cytochrome c550 protein,b2203
4633,napH,EG12062,,b2204
4634,napH,EG12062,ferredoxin-type protein NapH,b2204
4635,napG,EG12064,,b2205
4636,napG,EG12064,ferredoxin-type protein NapG,b2205
4637,napA,EG12067,,b2206
4638,napA,EG12067,periplasmic nitrate reductase subunit NapA,b2206
4639,napD,EG12143,,b2207
4640,napD,EG12143,NapA signal peptide-binding chaperone NapD,b2207
4641,napF,EG12068,,b2208
4642,napF,EG12068,ferredoxin-type protein,b2208
4643,yojO,G0-10595,,b4604
4644,yojO,G0-10595,uncharacterized protein YojO,b4604
4645,eco,EG10255,,b2209
4646,eco,EG10255,serine protease inhibitor ecotin,b2209
4647,mqo,EG12069,,b2210
4648,mqo,EG12069,malate:quinone oxidoreductase,b2210
4649,yojI,EG12070,,b2211
4650,yojI,EG12070,ABC transporter family protein/microcin J25 efflux protein,b2211
4651,alkB,EG10037,,b2212
4652,alkB,EG10037,DNA oxidative demethylase,b2212
4653,ada,EG10029,,b2213
4654,ada,EG10029,DNA-binding transcriptional dual regulator/DNA repair protein Ada,b2213
4655,ftp,EG12073,,b2214
4656,ftp,EG12073,FAD:protein FMN transferase,b2214
4657,ompC,EG10670,,b2215
4658,ompC,EG10670,outer membrane porin C,b2215
4659,micF,EG30063,,b4439
4660,micF,EG30063,small regulatory RNA MicF,b4439
4661,rcsD,EG12385,,b2216
4662,rcsD,EG12385,RcsD phosphotransferase,b2216
4663,rcsB,EG10821,,b2217
4664,rcsB,EG10821,DNA-binding transcriptional activator RcsB,b2217
4665,rcsC,EG10822,,b2218
4666,rcsC,EG10822,histidine kinase RcsC,b2218
4667,atoS,EG11667,,b2219
4668,atoS,EG11667,sensor histidine kinase AtoS,b2219
4669,atoC,EG11668,,b2220
4670,atoC,EG11668,DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC,b2220
4671,atoD,EG11669,,b2221
4672,atoD,EG11669,acetyl-CoA:acetoacetyl-CoA transferase subunit alpha,b2221
4673,atoA,EG11670,,b2222
4674,atoA,EG11670,acetyl-CoA:acetoacetyl-CoA transferase subunit beta,b2222
4675,atoE,EG11671,,b2223
4676,atoE,EG11671,short chain fatty acid transporter,b2223
4677,atoB,EG11672,,b2224
4678,atoB,EG11672,acetyl-CoA acetyltransferase,b2224
4679,yfaP,G7152,,b2225
4680,yfaP,G7152,DUF2135 domain-containing protein YfaP,b2225
4681,yfaQ,G7153,,b2226
4682,yfaQ,G7153,tandem DUF2300 domain-containing protein YfaQ,b2226
4683,yfaS,G7155,,b4500
4684,yfaT,G7156,,b2229
4685,yfaT,G7156,DUF1175 domain-containing protein YfaT,b2229
4686,yfaA,EG11142,,b2230
4687,yfaA,EG11142,DUF2138 domain-containing protein YfaA,b2230
4688,gyrA,EG10423,,b2231
4689,gyrA,EG10423,DNA gyrase subunit A,b2231
4690,ubiG,EG11143,,b2232
4691,ubiG,EG11143,bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,b2232
4692,yfaL,EG12850,,b2233
4693,yfaL,EG12850,putative autotransporter adhesin YfaL,b2233
4694,ypaB,G0-10596,,b4605
4695,ypaB,G0-10596,protein YpaB,b4605
4696,nrdA,EG10660,,b2234
4697,nrdA,EG10660,ribonucleoside-diphosphate reductase 1 subunit alpha,b2234
4698,yoaM,G0-17025,,b4779
4699,yoaM,G0-17025,protein YoaM,b4779
4700,nrdB,EG10661,,b2235
4701,nrdB,EG10661,ribonucleoside-diphosphate reductase 1 subunit beta,b2235
4702,yfaE,EG12360,,b2236
4703,yfaE,EG12360,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE,b2236
4704,inaA,EG11422,,b2237
4705,inaA,EG11422,putative lipopolysaccharide kinase InaA,b2237
4706,yfaH,EG12881,,b2238
4707,glpQ,EG10399,,b2239
4708,glpQ,EG10399,glycerophosphoryl diester phosphodiesterase GlpQ,b2239
4709,glpT,EG10401,,b2240
4710,glpT,EG10401,sn-glycerol 3-phosphate:phosphate antiporter,b2240
4711,glpA,EG10391,,b2241
4712,glpA,EG10391,anaerobic glycerol-3-phosphate dehydrogenase subunit A,b2241
4713,glpB,EG10392,,b2242
4714,glpB,EG10392,anaerobic glycerol-3-phosphate dehydrogenase subunit B,b2242
4715,glpC,EG10393,,b2243
4716,glpC,EG10393,anaerobic glycerol-3-phosphate dehydrogenase subunit C,b2243
4717,rpnE,EG12323,,b2244
4718,rpnE,EG12323,inactive recombination-promoting nuclease-like protein RpnE,b2244
4719,ypaA,G0-10561,,b4543
4720,yfaU,G7158,,b2245
4721,yfaU,G7158,2-keto-3-deoxy-L-rhamnonate aldolase,b2245
4722,yfaV,G7159,,b2246
4723,yfaV,G7159,putative transporter YfaV,b2246
4724,rhmD,G7160,,b2247
4725,rhmD,G7160,L-rhamnonate dehydratase,b2247
4726,yfaX,G7161,,b2248
4727,yfaX,G7161,putative DNA-binding transcriptional regulator YfaX,b2248
4728,yfaY,G7162,,b2249
4729,yfaY,G7162,IPR008135 CinA family protein YfaY,b2249
4730,yfaZ,G7163,,b2250
4731,yfaZ,G7163,putative porin YfaZ,b2250
4732,nudI,G7164,,b2251
4733,nudI,G7164,pyrimidine deoxynucleotide diphosphatase NudI,b2251
4734,ais,G7165,,b2252
4735,ais,G7165,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,b2252
4736,arnB,G7166,,b2253
4737,arnB,G7166,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,b2253
4738,arnC,G7167,,b2254
4739,arnC,G7167,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,b2254
4740,arnA,G7168,,b2255
4741,arnA,G7168,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,b2255
4742,arnD,G7169,,b2256
4743,arnD,G7169,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,b2256
4744,arnT,G7170,,b2257
4745,arnT,G7170,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase,b2257
4746,arnE,G0-10460,,b4544
4747,arnE,G0-10460,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,b4544
4748,arnF,G7171,,b2258
4749,arnF,G7171,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit,b2258
4750,pmrD,G7172,,b2259
4751,pmrD,G7172,signal transduction protein PmrD,b2259
4752,menE,EG12437,,b2260
4753,menE,EG12437,o-succinylbenzoate--CoA ligase,b2260
4754,menC,EG11532,,b2261
4755,menC,EG11532,o-succinylbenzoate synthase,b2261
4756,menB,EG11368,,b2262
4757,menB,EG11368,"1,4-dihydroxy-2-naphthoyl-CoA synthase",b2262
4758,menH,EG12438,,b2263
4759,menH,EG12438,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase",b2263
4760,menD,EG10579,,b2264
4761,menD,EG10579,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase,b2264
4762,menF,EG12362,,b2265
4763,menF,EG12362,isochorismate synthase MenF,b2265
4764,elaB,G7173,,b2266
4765,elaB,G7173,tail-anchored inner membrane protein ElaB,b2266
4766,elaA,G7174,,b2267
4767,elaA,G7174,putative acetyltransferase ElaA,b2267
4768,rbn,G7175,,b2268
4769,rbn,G7175,ribonuclease BN,b2268
4770,elaD,G7176,,b2269
4771,elaD,G7176,protease ElaD,b2269
4772,yfbK,G7177,,b2270
4773,yfbK,G7177,IPR002035/DUF3520 domain-containing protein YfbK,b2270
4774,yfbL,G7178,,b2271
4775,yfbL,G7178,putative peptidase YfbL,b2271
4776,yfbM,G7179,,b2272
4777,yfbM,G7179,DUF1877 domain-containing protein YfbM,b2272
4778,yfbN,G7180,,b2273
4779,yfbN,G7180,uncharacterized protein YfbN,b2273
4780,yfbO,G7181,,b2274
4781,yfbO,G7181,uncharacterized protein YfbO,b2274
4782,yfbP,G7182,,b2275
4783,yfbP,G7182,uncharacterized protein YfbP,b2275
4784,nuoN,EG12093,,b2276
4785,nuoN,EG12093,NADH:quinone oxidoreductase subunit N,b2276
4786,nuoM,EG11773,,b2277
4787,nuoM,EG11773,NADH:quinone oxidoreductase subunit M,b2277
4788,nuoL,EG12092,,b2278
4789,nuoL,EG12092,NADH:quinone oxidoreductase subunit L,b2278
4790,nuoK,EG12091,,b2279
4791,nuoK,EG12091,NADH:quinone oxidoreductase subunit K,b2279
4792,nuoJ,EG12090,,b2280
4793,nuoJ,EG12090,NADH:quinone oxidoreductase subunit J,b2280
4794,nuoI,EG12089,,b2281
4795,nuoI,EG12089,NADH:quinone oxidoreductase subunit I,b2281
4796,nuoH,EG12088,,b2282
4797,nuoH,EG12088,NADH:quinone oxidoreductase subunit H,b2282
4798,nuoG,EG12087,,b2283
4799,nuoG,EG12087,NADH:quinone oxidoreductase subunit G,b2283
4800,nuoF,EG11774,,b2284
4801,nuoF,EG11774,NADH:quinone oxidoreductase subunit F,b2284
4802,nuoE,EG12086,,b2285
4803,nuoE,EG12086,NADH:quinone oxidoreductase subunit E,b2285
4804,nuoC,EG12084,,b2286
4805,nuoC,EG12084,NADH:quinone oxidoreductase subunit CD,b2286
4806,nuoB,EG12083,,b2287
4807,nuoB,EG12083,NADH:quinone oxidoreductase subunit B,b2287
4808,nuoA,EG12082,,b2288
4809,nuoA,EG12082,NADH:quinone oxidoreductase subunit A,b2288
4810,lrhA,EG12123,,b2289
4811,lrhA,EG12123,DNA-binding transcriptional dual regulator LrhA,b2289
4812,alaA,G7184,,b2290
4813,alaA,G7184,glutamate--pyruvate aminotransferase AlaA,b2290
4814,yfbR,G7185,,b2291
4815,yfbR,G7185,dCMP phosphohydrolase,b2291
4816,yfbS,G7186,,b2292
4817,yfbS,G7186,putative transporter YfbS,b2292
4818,hxpA,G7187,,b2293
4819,hxpA,G7187,hexitol phosphatase A,b2293
4820,yfbU,G7188,,b2294
4821,yfbU,G7188,PF03887 family protein YfbU,b2294
4822,yfbV,G7189,,b2295
4823,yfbV,G7189,PF04217 family membrane protein YfbV,b2295
4824,ackA,EG10027,,b2296
4825,ackA,EG10027,acetate kinase,b2296
4826,pta,EG20173,,b2297
4827,pta,EG20173,phosphate acetyltransferase,b2297
4828,yfcC,G7190,,b2298
4829,yfcC,G7190,putative transporter YfcC,b2298
4830,yfcD,G7191,,b2299
4831,yfcD,G7191,putative Nudix hydrolase YfcD,b2299
4832,yfcE,G7192,,b2300
4833,yfcE,G7192,phosphodiesterase YfcE,b2300
4834,yfcF,G7193,,b2301
4835,yfcF,G7193,glutathione S-transferase YfcF,b2301
4836,yfcG,G7194,,b2302
4837,yfcG,G7194,disulfide bond oxidoreductase YfcG,b2302
4838,folX,G7195,,b2303
4839,folX,G7195,dihydroneopterin triphosphate 2'-epimerase,b2303
4840,yfcH,G7196,,b2304
4841,yfcH,G7196,epimerase family protein YfcH,b2304
4842,rpnB,G7197,,b2305
4843,rpnB,G7197,recombination-promoting nuclease RpnB,b2305
4844,hisP,EG10452,,b2306
4845,hisP,EG10452,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit",b2306
4846,hisM,EG10007,,b2307
4847,hisM,EG10007,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM",b2307
4848,hisQ,EG12125,,b2308
4849,hisQ,EG12125,"lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ",b2308
4850,hisJ,EG12124,,b2309
4851,hisJ,EG12124,histidine ABC transporter periplasmic binding protein,b2309
4852,argT,EG10072,,b2310
4853,argT,EG10072,lysine/arginine/ornithine ABC transporter periplasmic binding protein,b2310
4854,ubiX,EG11044,,b2311
4855,ubiX,EG11044,flavin prenyltransferase,b2311
4856,purF,EG10794,,b2312
4857,purF,EG10794,amidophosphoribosyltransferase,b2312
4858,cvpA,EG10169,,b2313
4859,cvpA,EG10169,colicin V production protein,b2313
4860,dedD,EG10218,,b2314
4861,dedD,EG10218,cell division protein DedD,b2314
4862,folC,EG10327,,b2315
4863,folC,EG10327,bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase,b2315
4864,accD,EG10217,,b2316
4865,accD,EG10217,acetyl-CoA carboxyltransferase subunit beta,b2316
4866,dedA,EG10216,,b2317
4867,dedA,EG10216,DedA family protein DedA,b2317
4868,truA,EG10454,,b2318
4869,truA,EG10454,tRNA pseudouridine(38-40) synthase,b2318
4870,usg,EG11059,,b2319
4871,usg,EG11059,putative semialdehyde dehydrogenase Usg,b2319
4872,pdxB,G0-9461,,b2320
4873,pdxB,G0-9461,erythronate-4-phosphate dehydrogenase,b2320
4874,flk,EG10229,,b2321
4875,flk,EG10229,putative flagella assembly protein,b2321
4876,yfcJ,G7198,,b2322
4877,yfcJ,G7198,putative transporter YfcJ,b2322
4878,fabB,EG10274,,b2323
4879,fabB,EG10274,3-oxoacyl-[acyl carrier protein] synthase 1,b2323
4880,mnmC,G7199,,b2324
4881,mnmC,G7199,fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase,b2324
4882,yfcL,G7200,,b2325
4883,yfcL,G7200,PF08891 family protein YfcL,b2325
4884,epmC,G7201,,b2326
4885,epmC,G7201,EF-P-Lys34 hydroxylase,b2326
4886,yfcA,EG11144,,b2327
4887,yfcA,EG11144,putative transporter YfcA,b2327
4888,mepA,EG10580,,b2328
