,genes_name,genes_id,genes_href
2339,satP,EG11512,https://biocyc.org/gene?orgid=ECOLI&id=EG11512
2340,atoC,EG11668,https://biocyc.org/gene?orgid=ECOLI&id=EG11668
2341,yccF,G6496,https://biocyc.org/gene?orgid=ECOLI&id=G6496
2342,rcsC,EG10822,https://biocyc.org/gene?orgid=ECOLI&id=EG10822
2343,ycaD,EG11242,https://biocyc.org/gene?orgid=ECOLI&id=EG11242
2344,ahpF,EG11385,https://biocyc.org/gene?orgid=ECOLI&id=EG11385
2345,cpxA,EG10163,https://biocyc.org/gene?orgid=ECOLI&id=EG10163
2346,nupG,EG10664,https://biocyc.org/gene?orgid=ECOLI&id=EG10664
2347,rstA,G6864,https://biocyc.org/gene?orgid=ECOLI&id=G6864
2348,cynX,EG10177,https://biocyc.org/gene?orgid=ECOLI&id=EG10177
2349,ybgS,G6394,https://biocyc.org/gene?orgid=ECOLI&id=G6394
2350,fecR,EG10292,https://biocyc.org/gene?orgid=ECOLI&id=EG10292
2351,ygbN,G7421,https://biocyc.org/gene?orgid=ECOLI&id=G7421
2352,hha,EG10439,https://biocyc.org/gene?orgid=ECOLI&id=EG10439
2353,ydjK,G6962,https://biocyc.org/gene?orgid=ECOLI&id=G6962
2354,gpr,G7558,https://biocyc.org/gene?orgid=ECOLI&id=G7558
2355,murJ,G6561,https://biocyc.org/gene?orgid=ECOLI&id=G6561
2356,nanT,G436,https://biocyc.org/gene?orgid=ECOLI&id=G436
2357,yajQ,G6240,https://biocyc.org/gene?orgid=ECOLI&id=G6240
2358,yddG,EG12713,https://biocyc.org/gene?orgid=ECOLI&id=EG12713
2359,gntT,EG12380,https://biocyc.org/gene?orgid=ECOLI&id=EG12380
2360,pxpC,G6381,https://biocyc.org/gene?orgid=ECOLI&id=G6381
2361,ycjN,G6648,https://biocyc.org/gene?orgid=ECOLI&id=G6648
2362,sdaC,EG12142,https://biocyc.org/gene?orgid=ECOLI&id=EG12142
2363,artJ,EG11628,https://biocyc.org/gene?orgid=ECOLI&id=EG11628
2364,yjbB,EG11919,https://biocyc.org/gene?orgid=ECOLI&id=EG11919
2365,gltI,G6359,https://biocyc.org/gene?orgid=ECOLI&id=G6359
2366,yjdP,G0-9541,https://biocyc.org/gene?orgid=ECOLI&id=G0-9541
2367,adeQ,EG11691,https://biocyc.org/gene?orgid=ECOLI&id=EG11691
2368,metQ,EG11504,https://biocyc.org/gene?orgid=ECOLI&id=EG11504
2369,argO,EG11159,https://biocyc.org/gene?orgid=ECOLI&id=EG11159
2370,rcnB,G7139,https://biocyc.org/gene?orgid=ECOLI&id=G7139
2371,fecB,EG10287,https://biocyc.org/gene?orgid=ECOLI&id=EG10287
2372,narK,EG10642,https://biocyc.org/gene?orgid=ECOLI&id=EG10642
2373,lptA,G7665,https://biocyc.org/gene?orgid=ECOLI&id=G7665
2374,focB,G7309,https://biocyc.org/gene?orgid=ECOLI&id=G7309
2375,xylF,EG20252,https://biocyc.org/gene?orgid=ECOLI&id=EG20252
2376,fliX,G0-17102,https://biocyc.org/gene?orgid=ECOLI&id=G0-17102
2377,ydiM,G6916,https://biocyc.org/gene?orgid=ECOLI&id=G6916
2378,rbsB,EG10815,https://biocyc.org/gene?orgid=ECOLI&id=EG10815
2379,ycaM,G6466,https://biocyc.org/gene?orgid=ECOLI&id=G6466
2380,paoA,G6157,https://biocyc.org/gene?orgid=ECOLI&id=G6157
2381,argT,EG10072,https://biocyc.org/gene?orgid=ECOLI&id=EG10072
2382,lgoT,EG12587,https://biocyc.org/gene?orgid=ECOLI&id=EG12587
2383,tcyJ,G7039,https://biocyc.org/gene?orgid=ECOLI&id=G7039
2384,yiaO,EG12283,https://biocyc.org/gene?orgid=ECOLI&id=EG12283
2385,pstS,EG10734,https://biocyc.org/gene?orgid=ECOLI&id=EG10734
2386,ipeX,G0-17079,https://biocyc.org/gene?orgid=ECOLI&id=G0-17079
2387,rhtA,EG12134,https://biocyc.org/gene?orgid=ECOLI&id=EG12134
2388,lsrB,G6803,https://biocyc.org/gene?orgid=ECOLI&id=G6803
2389,fieF,EG11873,https://biocyc.org/gene?orgid=ECOLI&id=EG11873
2390,yiiM,EG11870,https://biocyc.org/gene?orgid=ECOLI&id=EG11870
2391,nikA,EG12075,https://biocyc.org/gene?orgid=ECOLI&id=EG12075
2392,yicJ,EG11686,https://biocyc.org/gene?orgid=ECOLI&id=EG11686
2393,mglB,EG10593,https://biocyc.org/gene?orgid=ECOLI&id=EG10593
2394,bcr,EG11419,https://biocyc.org/gene?orgid=ECOLI&id=EG11419
2395,gadF,G0-16680,https://biocyc.org/gene?orgid=ECOLI&id=G0-16680
2396,mppA,G6665,https://biocyc.org/gene?orgid=ECOLI&id=G6665
2397,btsT,G7942,https://biocyc.org/gene?orgid=ECOLI&id=G7942
2398,potF,EG11629,https://biocyc.org/gene?orgid=ECOLI&id=EG11629
2399,yfcJ,G7198,https://biocyc.org/gene?orgid=ECOLI&id=G7198
2400,sodA,EG10953,https://biocyc.org/gene?orgid=ECOLI&id=EG10953
2401,livJ,EG10539,https://biocyc.org/gene?orgid=ECOLI&id=EG10539
2402,ydgI,G6861,https://biocyc.org/gene?orgid=ECOLI&id=G6861
2403,gsiB,G6430,https://biocyc.org/gene?orgid=ECOLI&id=G6430
2404,zitB,G6393,https://biocyc.org/gene?orgid=ECOLI&id=G6393
2405,thiB,EG11574,https://biocyc.org/gene?orgid=ECOLI&id=EG11574
2406,ypdK,G0-10647,https://biocyc.org/gene?orgid=ECOLI&id=G0-10647
2407,yjhF,EG12548,https://biocyc.org/gene?orgid=ECOLI&id=EG12548
2408,fepB,EG10294,https://biocyc.org/gene?orgid=ECOLI&id=EG10294
2409,yhjX,EG12268,https://biocyc.org/gene?orgid=ECOLI&id=EG12268
2410,hxpB,G6932,https://biocyc.org/gene?orgid=ECOLI&id=G6932
2411,sbp,EG10929,https://biocyc.org/gene?orgid=ECOLI&id=EG10929
2412,psuT,EG12032,https://biocyc.org/gene?orgid=ECOLI&id=EG12032
2413,cysP,EG10195,https://biocyc.org/gene?orgid=ECOLI&id=EG10195
2414,yihO,EG11841,https://biocyc.org/gene?orgid=ECOLI&id=EG11841
2415,yphF,G7342,https://biocyc.org/gene?orgid=ECOLI&id=G7342
2416,eamA,EG11639,https://biocyc.org/gene?orgid=ECOLI&id=EG11639
2417,yfaL,EG12850,https://biocyc.org/gene?orgid=ECOLI&id=EG12850
2418,alsB,EG12458,https://biocyc.org/gene?orgid=ECOLI&id=EG12458
2419,mdtG,EG11343,https://biocyc.org/gene?orgid=ECOLI&id=EG11343
2420,yjjX,EG12600,https://biocyc.org/gene?orgid=ECOLI&id=EG12600
2421,potD,EG10752,https://biocyc.org/gene?orgid=ECOLI&id=EG10752
2422,trkG,EG11020,https://biocyc.org/gene?orgid=ECOLI&id=EG11020
2423,ynjB,G6949,https://biocyc.org/gene?orgid=ECOLI&id=G6949
2424,kefC,EG10521,https://biocyc.org/gene?orgid=ECOLI&id=EG10521
2425,hrpB,EG12329,https://biocyc.org/gene?orgid=ECOLI&id=EG12329
2426,hisJ,EG12124,https://biocyc.org/gene?orgid=ECOLI&id=EG12124
2427,mdtC,G7115,https://biocyc.org/gene?orgid=ECOLI&id=G7115
2428,oppA,EG10674,https://biocyc.org/gene?orgid=ECOLI&id=EG10674
2429,ynfM,G6854,https://biocyc.org/gene?orgid=ECOLI&id=G6854
2430,nnr,EG11758,https://biocyc.org/gene?orgid=ECOLI&id=EG11758
2431,osmF,EG12012,https://biocyc.org/gene?orgid=ECOLI&id=EG12012
2432,abgT,EG12853,https://biocyc.org/gene?orgid=ECOLI&id=EG12853
2433,livK,EG10540,https://biocyc.org/gene?orgid=ECOLI&id=EG10540
2434,cycA,EG12504,https://biocyc.org/gene?orgid=ECOLI&id=EG12504
2435,ssuA,G6478,https://biocyc.org/gene?orgid=ECOLI&id=G6478
2436,qseG,EG12139,https://biocyc.org/gene?orgid=ECOLI&id=EG12139
2437,dtpB,EG12232,https://biocyc.org/gene?orgid=ECOLI&id=EG12232
2438,fhuD,EG10305,https://biocyc.org/gene?orgid=ECOLI&id=EG10305
2439,chaA,EG11753,https://biocyc.org/gene?orgid=ECOLI&id=EG11753
2440,katG,EG10511,https://biocyc.org/gene?orgid=ECOLI&id=EG10511
2441,tauA,G6217,https://biocyc.org/gene?orgid=ECOLI&id=G6217
2442,yaaU,EG11566,https://biocyc.org/gene?orgid=ECOLI&id=EG11566
2443,ugpB,EG11047,https://biocyc.org/gene?orgid=ECOLI&id=EG11047
2444,codB,EG11327,https://biocyc.org/gene?orgid=ECOLI&id=EG11327
2445,ygiS,G7570,https://biocyc.org/gene?orgid=ECOLI&id=G7570
2446,pdeC,EG11938,https://biocyc.org/gene?orgid=ECOLI&id=EG11938
2447,putP,EG10802,https://biocyc.org/gene?orgid=ECOLI&id=EG10802
2448,ytfQ,EG12517,https://biocyc.org/gene?orgid=ECOLI&id=EG12517
2449,xanQ,G7501,https://biocyc.org/gene?orgid=ECOLI&id=G7501
2450,gstA,G6878,https://biocyc.org/gene?orgid=ECOLI&id=G6878
2451,proX,EG10773,https://biocyc.org/gene?orgid=ECOLI&id=EG10773
2452,shiA,G7067,https://biocyc.org/gene?orgid=ECOLI&id=G7067
2453,araF,EG10057,https://biocyc.org/gene?orgid=ECOLI&id=EG10057
2454,yajR,G6241,https://biocyc.org/gene?orgid=ECOLI&id=G6241
2455,znuA,G7017,https://biocyc.org/gene?orgid=ECOLI&id=G7017
2456,pqqL,EG11744,https://biocyc.org/gene?orgid=ECOLI&id=EG11744
2457,cyuP,EG12754,https://biocyc.org/gene?orgid=ECOLI&id=EG12754
2458,btuF,EG12334,https://biocyc.org/gene?orgid=ECOLI&id=EG12334
2459,adiC,EG12462,https://biocyc.org/gene?orgid=ECOLI&id=EG12462
2460,marB,EG11599,https://biocyc.org/gene?orgid=ECOLI&id=EG11599
2461,phnD,EG10714,https://biocyc.org/gene?orgid=ECOLI&id=EG10714
2462,ampG,EG12183,https://biocyc.org/gene?orgid=ECOLI&id=EG12183
2463,ddpA,G6781,https://biocyc.org/gene?orgid=ECOLI&id=G6781
2464,mdtP,EG11952,https://biocyc.org/gene?orgid=ECOLI&id=EG11952
2465,yejA,EG12037,https://biocyc.org/gene?orgid=ECOLI&id=EG12037
2466,yjiK,G7930,https://biocyc.org/gene?orgid=ECOLI&id=G7930
2467,mdtL,EG11720,https://biocyc.org/gene?orgid=ECOLI&id=EG11720
2468,malE,EG10554,https://biocyc.org/gene?orgid=ECOLI&id=EG10554
2469,kup,EG11541,https://biocyc.org/gene?orgid=ECOLI&id=EG11541
2470,tpx,G6660,https://biocyc.org/gene?orgid=ECOLI&id=G6660
2471,ybbP,G6270,https://biocyc.org/gene?orgid=ECOLI&id=G6270
2472,dsdX,EG10250,https://biocyc.org/gene?orgid=ECOLI&id=EG10250
2473,msbA,EG10613,https://biocyc.org/gene?orgid=ECOLI&id=EG10613
2474,ygcS,G7437,https://biocyc.org/gene?orgid=ECOLI&id=G7437
2475,afuC,EG12340,https://biocyc.org/gene?orgid=ECOLI&id=EG12340
2476,tesA,EG11542,https://biocyc.org/gene?orgid=ECOLI&id=EG11542
2477,nimT,G6977,https://biocyc.org/gene?orgid=ECOLI&id=G6977
2478,cvrA,G6620,https://biocyc.org/gene?orgid=ECOLI&id=G6620
2479,yqiI,G7587,https://biocyc.org/gene?orgid=ECOLI&id=G7587
2480,ygjI,EG12720,https://biocyc.org/gene?orgid=ECOLI&id=EG12720
2481,ttdT,EG12393,https://biocyc.org/gene?orgid=ECOLI&id=EG12393
2482,yjdF,G7825,https://biocyc.org/gene?orgid=ECOLI&id=G7825
2483,ghxP,EG11939,https://biocyc.org/gene?orgid=ECOLI&id=EG11939
2484,emrD,EG11693,https://biocyc.org/gene?orgid=ECOLI&id=EG11693
2485,pxpA,G6382,https://biocyc.org/gene?orgid=ECOLI&id=G6382
2486,rhtB,EG11469,https://biocyc.org/gene?orgid=ECOLI&id=EG11469
2487,yobH,G0-10454,https://biocyc.org/gene?orgid=ECOLI&id=G0-10454
2488,ypeB,G0-10462,https://biocyc.org/gene?orgid=ECOLI&id=G0-10462
2489,xanP,EG11194,https://biocyc.org/gene?orgid=ECOLI&id=EG11194
2490,yicS,G0-10469,https://biocyc.org/gene?orgid=ECOLI&id=G0-10469
2491,yniD,G0-10453,https://biocyc.org/gene?orgid=ECOLI&id=G0-10453
2492,hflD,EG11345,https://biocyc.org/gene?orgid=ECOLI&id=EG11345
2493,nhaA,EG10652,https://biocyc.org/gene?orgid=ECOLI&id=EG10652
2494,yohO,G0-10459,https://biocyc.org/gene?orgid=ECOLI&id=G0-10459
2495,ysaB,G0-10467,https://biocyc.org/gene?orgid=ECOLI&id=G0-10467
2496,yjbT,G0-10606,https://biocyc.org/gene?orgid=ECOLI&id=G0-10606
2497,betT,EG10112,https://biocyc.org/gene?orgid=ECOLI&id=EG10112
2498,ydbJ,G0-10450,https://biocyc.org/gene?orgid=ECOLI&id=G0-10450
2499,ydbD,EG11310,https://biocyc.org/gene?orgid=ECOLI&id=EG11310
2500,yehK,G0-10458,https://biocyc.org/gene?orgid=ECOLI&id=G0-10458
2501,hcaT,G7330,https://biocyc.org/gene?orgid=ECOLI&id=G7330
2502,yheV,G0-10466,https://biocyc.org/gene?orgid=ECOLI&id=G0-10466
2503,ytjA,G0-10475,https://biocyc.org/gene?orgid=ECOLI&id=G0-10475
2504,mtlD,EG10616,https://biocyc.org/gene?orgid=ECOLI&id=EG10616
2505,ydiN,G6917,https://biocyc.org/gene?orgid=ECOLI&id=G6917
2506,gpmM,EG12296,https://biocyc.org/gene?orgid=ECOLI&id=EG12296
2507,aes,EG11101,https://biocyc.org/gene?orgid=ECOLI&id=EG11101
2508,zapG,G7681,https://biocyc.org/gene?orgid=ECOLI&id=G7681
2509,rutG,G6517,https://biocyc.org/gene?orgid=ECOLI&id=G6517
2510,prpB,G6196,https://biocyc.org/gene?orgid=ECOLI&id=G6196
2511,hcaC,G7334,https://biocyc.org/gene?orgid=ECOLI&id=G7334
2512,rhaA,EG11867,https://biocyc.org/gene?orgid=ECOLI&id=EG11867
2513,dgoT,EG20053,https://biocyc.org/gene?orgid=ECOLI&id=EG20053
2514,mhpE,G6205,https://biocyc.org/gene?orgid=ECOLI&id=G6205
2515,frmB,G6208,https://biocyc.org/gene?orgid=ECOLI&id=G6208
2516,paaJ,G6718,https://biocyc.org/gene?orgid=ECOLI&id=G6718
2517,ybaL,EG12623,https://biocyc.org/gene?orgid=ECOLI&id=EG12623
2518,gudD,G7445,https://biocyc.org/gene?orgid=ECOLI&id=G7445
2519,idnO,G7892,https://biocyc.org/gene?orgid=ECOLI&id=G7892
2520,mhpF,M014,https://biocyc.org/gene?orgid=ECOLI&id=M014
2521,cusA,EG12367,https://biocyc.org/gene?orgid=ECOLI&id=EG12367
2522,fucK,EG10350,https://biocyc.org/gene?orgid=ECOLI&id=EG10350
2523,treF,EG12245,https://biocyc.org/gene?orgid=ECOLI&id=EG12245
2524,yhhA,EG11184,https://biocyc.org/gene?orgid=ECOLI&id=EG11184
2525,mdtD,EG12136,https://biocyc.org/gene?orgid=ECOLI&id=EG12136
2526,gatD,EG12417,https://biocyc.org/gene?orgid=ECOLI&id=EG12417
2527,yieL,EG11729,https://biocyc.org/gene?orgid=ECOLI&id=EG11729
2528,paaY,G6721,https://biocyc.org/gene?orgid=ECOLI&id=G6721
2529,tehA,EG11883,https://biocyc.org/gene?orgid=ECOLI&id=EG11883
2530,kduI,G7463,https://biocyc.org/gene?orgid=ECOLI&id=G7463
2531,sodB,EG10954,https://biocyc.org/gene?orgid=ECOLI&id=EG10954
2532,nanS,G7919,https://biocyc.org/gene?orgid=ECOLI&id=G7919
2533,setC,EG11687,https://biocyc.org/gene?orgid=ECOLI&id=EG11687
2534,araB,EG10053,https://biocyc.org/gene?orgid=ECOLI&id=EG10053
2535,alsK,EG11956,https://biocyc.org/gene?orgid=ECOLI&id=EG11956
2536,garD,EG12522,https://biocyc.org/gene?orgid=ECOLI&id=EG12522
2537,emrB,EG11439,https://biocyc.org/gene?orgid=ECOLI&id=EG11439
2538,yihS,EG11845,https://biocyc.org/gene?orgid=ECOLI&id=EG11845
2539,dhaK,G6627,https://biocyc.org/gene?orgid=ECOLI&id=G6627
2540,yfdV,G7235,https://biocyc.org/gene?orgid=ECOLI&id=G7235
2541,yqhH,G7567,https://biocyc.org/gene?orgid=ECOLI&id=G7567
2542,ydjH,G6959,https://biocyc.org/gene?orgid=ECOLI&id=G6959
2543,rbsK,EG10818,https://biocyc.org/gene?orgid=ECOLI&id=EG10818
2544,lyxK,EG12284,https://biocyc.org/gene?orgid=ECOLI&id=EG12284
2545,dtpA,G6877,https://biocyc.org/gene?orgid=ECOLI&id=G6877
2546,uxuA,EG11066,https://biocyc.org/gene?orgid=ECOLI&id=EG11066
2547,paoC,G6155,https://biocyc.org/gene?orgid=ECOLI&id=G6155
2548,bglA,G495,https://biocyc.org/gene?orgid=ECOLI&id=G495
2549,ybhI,G6400,https://biocyc.org/gene?orgid=ECOLI&id=G6400
2550,yihV,EG11848,https://biocyc.org/gene?orgid=ECOLI&id=EG11848
2551,paaB,G6710,https://biocyc.org/gene?orgid=ECOLI&id=G6710
2552,gatZ,G7128,https://biocyc.org/gene?orgid=ECOLI&id=G7128
2553,yqcE,EG13174,https://biocyc.org/gene?orgid=ECOLI&id=EG13174
2554,frlB,G7723,https://biocyc.org/gene?orgid=ECOLI&id=G7723
2555,ebgC,EG10253,https://biocyc.org/gene?orgid=ECOLI&id=EG10253
2556,yciA,EG11121,https://biocyc.org/gene?orgid=ECOLI&id=EG11121
2557,gntP,EG12563,https://biocyc.org/gene?orgid=ECOLI&id=EG12563
2558,bglX,EG12013,https://biocyc.org/gene?orgid=ECOLI&id=EG12013
2559,aldB,EG12292,https://biocyc.org/gene?orgid=ECOLI&id=EG12292
2560,flhB,G7028,https://biocyc.org/gene?orgid=ECOLI&id=G7028
2561,yiaM,EG12281,https://biocyc.org/gene?orgid=ECOLI&id=EG12281
2562,wbbI,EG11983,https://biocyc.org/gene?orgid=ECOLI&id=EG11983
2563,sodC,G6886,https://biocyc.org/gene?orgid=ECOLI&id=G6886
2564,flk,EG10229,https://biocyc.org/gene?orgid=ECOLI&id=EG10229
2565,yihP,EG11842,https://biocyc.org/gene?orgid=ECOLI&id=EG11842
2566,glk,EG12957,https://biocyc.org/gene?orgid=ECOLI&id=EG12957
2567,fliE,EG11346,https://biocyc.org/gene?orgid=ECOLI&id=EG11346
2568,rfbX,EG11980,https://biocyc.org/gene?orgid=ECOLI&id=EG11980
2569,ydeE,EG11640,https://biocyc.org/gene?orgid=ECOLI&id=EG11640
2570,glmM,EG11553,https://biocyc.org/gene?orgid=ECOLI&id=EG11553
2571,queE,G7443,https://biocyc.org/gene?orgid=ECOLI&id=G7443
2572,motB,EG10602,https://biocyc.org/gene?orgid=ECOLI&id=EG10602
2573,emrA,EG11354,https://biocyc.org/gene?orgid=ECOLI&id=EG11354
2574,paaE,G6713,https://biocyc.org/gene?orgid=ECOLI&id=G6713
2575,glmU,EG11198,https://biocyc.org/gene?orgid=ECOLI&id=EG11198
2576,fliL,EG10322,https://biocyc.org/gene?orgid=ECOLI&id=EG10322
2577,trkH,EG11021,https://biocyc.org/gene?orgid=ECOLI&id=EG11021
2578,rfbD,EG12411,https://biocyc.org/gene?orgid=ECOLI&id=EG12411
2579,arsC,EG12237,https://biocyc.org/gene?orgid=ECOLI&id=EG12237
2580,fliF,EG11347,https://biocyc.org/gene?orgid=ECOLI&id=EG11347
2581,hcaE,M009,https://biocyc.org/gene?orgid=ECOLI&id=M009
2582,rpiA,EG11443,https://biocyc.org/gene?orgid=ECOLI&id=EG11443
2583,fliR,EG11977,https://biocyc.org/gene?orgid=ECOLI&id=EG11977
2584,glf,EG11981,https://biocyc.org/gene?orgid=ECOLI&id=EG11981
2585,asnA,EG10091,https://biocyc.org/gene?orgid=ECOLI&id=EG10091
2586,rfbA,EG11978,https://biocyc.org/gene?orgid=ECOLI&id=EG11978
2587,acrE,EG10266,https://biocyc.org/gene?orgid=ECOLI&id=EG10266
2588,lpxT,G7146,https://biocyc.org/gene?orgid=ECOLI&id=G7146
2589,ansP,G6764,https://biocyc.org/gene?orgid=ECOLI&id=G6764
2590,talA,EG11797,https://biocyc.org/gene?orgid=ECOLI&id=EG11797
2591,rffG,EG11453,https://biocyc.org/gene?orgid=ECOLI&id=EG11453
2592,bcsC,EG12257,https://biocyc.org/gene?orgid=ECOLI&id=EG12257
2593,talB,EG11556,https://biocyc.org/gene?orgid=ECOLI&id=EG11556
2594,rfbB,EG12412,https://biocyc.org/gene?orgid=ECOLI&id=EG12412
2595,cyuA,G7622,https://biocyc.org/gene?orgid=ECOLI&id=G7622
2596,eutM,G7287,https://biocyc.org/gene?orgid=ECOLI&id=G7287
2597,glpQ,EG10399,https://biocyc.org/gene?orgid=ECOLI&id=EG10399
2598,gldA,EG11904,https://biocyc.org/gene?orgid=ECOLI&id=EG11904
2599,wbbH,EG11982,https://biocyc.org/gene?orgid=ECOLI&id=EG11982
2600,ecpD,G6161,https://biocyc.org/gene?orgid=ECOLI&id=G6161
2601,glpK,EG10398,https://biocyc.org/gene?orgid=ECOLI&id=EG10398
2602,ugpQ,EG11050,https://biocyc.org/gene?orgid=ECOLI&id=EG11050
2603,rfbC,EG11979,https://biocyc.org/gene?orgid=ECOLI&id=EG11979
2604,eutS,G7292,https://biocyc.org/gene?orgid=ECOLI&id=G7292
2605,ypfJ,G7298,https://biocyc.org/gene?orgid=ECOLI&id=G7298
2606,glpD,EG10394,https://biocyc.org/gene?orgid=ECOLI&id=EG10394
2607,rffH,EG11454,https://biocyc.org/gene?orgid=ECOLI&id=EG11454
2608,mcbA,G6415,https://biocyc.org/gene?orgid=ECOLI&id=G6415
2609,edd,EG10257,https://biocyc.org/gene?orgid=ECOLI&id=EG10257
2610,glmS,EG10382,https://biocyc.org/gene?orgid=ECOLI&id=EG10382
2611,gstB,G6438,https://biocyc.org/gene?orgid=ECOLI&id=G6438
2612,htrE,EG11972,https://biocyc.org/gene?orgid=ECOLI&id=EG11972
2613,lptD,EG11569,https://biocyc.org/gene?orgid=ECOLI&id=EG11569
2614,kdsC,G7663,https://biocyc.org/gene?orgid=ECOLI&id=G7663
2615,lapA,G6637,https://biocyc.org/gene?orgid=ECOLI&id=G6637
2616,wzzB,G7090,https://biocyc.org/gene?orgid=ECOLI&id=G7090
2617,lptE,EG10855,https://biocyc.org/gene?orgid=ECOLI&id=EG10855
2618,lapB,EG12691,https://biocyc.org/gene?orgid=ECOLI&id=EG12691
2619,yjbG,EG11925,https://biocyc.org/gene?orgid=ECOLI&id=EG11925
2620,bcsA,EG12260,https://biocyc.org/gene?orgid=ECOLI&id=EG12260
2621,yfaY,G7162,https://biocyc.org/gene?orgid=ECOLI&id=G7162
2622,pgaB,G6530,https://biocyc.org/gene?orgid=ECOLI&id=G6530
2623,mreC,EG10609,https://biocyc.org/gene?orgid=ECOLI&id=EG10609
2624,yjbF,EG11924,https://biocyc.org/gene?orgid=ECOLI&id=EG11924
2625,opgH,EG11886,https://biocyc.org/gene?orgid=ECOLI&id=EG11886
2626,bcsB,EG12259,https://biocyc.org/gene?orgid=ECOLI&id=EG12259
2627,ahpC,EG11384,https://biocyc.org/gene?orgid=ECOLI&id=EG11384
2628,pgaC,G6529,https://biocyc.org/gene?orgid=ECOLI&id=G6529
2629,yjbH,EG11926,https://biocyc.org/gene?orgid=ECOLI&id=EG11926
2630,pgaD,G6528,https://biocyc.org/gene?orgid=ECOLI&id=G6528
2631,malS,EG11316,https://biocyc.org/gene?orgid=ECOLI&id=EG11316
2632,asmA,EG11361,https://biocyc.org/gene?orgid=ECOLI&id=EG11361
2633,yhbE,EG11499,https://biocyc.org/gene?orgid=ECOLI&id=EG11499
2634,amyA,EG11387,https://biocyc.org/gene?orgid=ECOLI&id=EG11387
2635,insEF3,G0-10530,https://biocyc.org/gene?orgid=ECOLI&id=G0-10530
2636,malP,EG10560,https://biocyc.org/gene?orgid=ECOLI&id=EG10560
2637,yoaB,G6993,https://biocyc.org/gene?orgid=ECOLI&id=G6993
2638,asd,EG10088,https://biocyc.org/gene?orgid=ECOLI&id=EG10088
2639,thrA,EG10998,https://biocyc.org/gene?orgid=ECOLI&id=EG10998
2640,metL,EG10590,https://biocyc.org/gene?orgid=ECOLI&id=EG10590
2641,yjiN,G7933,https://biocyc.org/gene?orgid=ECOLI&id=G7933
2642,insD5,G7584,https://biocyc.org/gene?orgid=ECOLI&id=G7584
2643,yfgD,G7312,https://biocyc.org/gene?orgid=ECOLI&id=G7312
2644,lysC,EG10550,https://biocyc.org/gene?orgid=ECOLI&id=EG10550
2645,gdhA,EG10372,https://biocyc.org/gene?orgid=ECOLI&id=EG10372
2646,thrC,EG11000,https://biocyc.org/gene?orgid=ECOLI&id=EG11000
2647,thrB,EG10999,https://biocyc.org/gene?orgid=ECOLI&id=EG10999
2648,gpsA,EG20091,https://biocyc.org/gene?orgid=ECOLI&id=EG20091
2649,yfeO,G7251,https://biocyc.org/gene?orgid=ECOLI&id=G7251
2650,gltB,EG10403,https://biocyc.org/gene?orgid=ECOLI&id=EG10403
2651,insC2,G6724,https://biocyc.org/gene?orgid=ECOLI&id=G6724
2652,yqiA,G7578,https://biocyc.org/gene?orgid=ECOLI&id=G7578
2653,ydhQ,G6894,https://biocyc.org/gene?orgid=ECOLI&id=G6894
2654,gltD,EG10404,https://biocyc.org/gene?orgid=ECOLI&id=EG10404
2655,yahD,G6183,https://biocyc.org/gene?orgid=ECOLI&id=G6183
2656,mreD,EG10610,https://biocyc.org/gene?orgid=ECOLI&id=EG10610
2657,bamC,EG10658,https://biocyc.org/gene?orgid=ECOLI&id=EG10658
2658,insE2,G6224,https://biocyc.org/gene?orgid=ECOLI&id=G6224
2659,pxpB,G6380,https://biocyc.org/gene?orgid=ECOLI&id=G6380
2660,ydcS,G6751,https://biocyc.org/gene?orgid=ECOLI&id=G6751
2661,chbA,EG10142,https://biocyc.org/gene?orgid=ECOLI&id=EG10142
2662,srlA,G8210,https://biocyc.org/gene?orgid=ECOLI&id=G8210
2663,ptsA,EG11906,https://biocyc.org/gene?orgid=ECOLI&id=EG11906
2664,trkA,EG11019,https://biocyc.org/gene?orgid=ECOLI&id=EG11019
2665,yjfL,G7849,https://biocyc.org/gene?orgid=ECOLI&id=G7849
2666,csgE,G6545,https://biocyc.org/gene?orgid=ECOLI&id=G6545
2667,insH21,G0-16639,https://biocyc.org/gene?orgid=ECOLI&id=G0-16639
2668,insAB1,G0-10535,https://biocyc.org/gene?orgid=ECOLI&id=G0-10535
2669,yncE,G6763,https://biocyc.org/gene?orgid=ECOLI&id=G6763
2670,insL2,G6327,https://biocyc.org/gene?orgid=ECOLI&id=G6327
2671,insD3,G7076,https://biocyc.org/gene?orgid=ECOLI&id=G7076
2672,yjbE,EG11923,https://biocyc.org/gene?orgid=ECOLI&id=EG11923
2673,yciC,EG11123,https://biocyc.org/gene?orgid=ECOLI&id=EG11123
2674,insEF1,G0-10525,https://biocyc.org/gene?orgid=ECOLI&id=G0-10525
2675,yeiG,EG12026,https://biocyc.org/gene?orgid=ECOLI&id=EG12026
2676,insJ,G7776,https://biocyc.org/gene?orgid=ECOLI&id=G7776
2677,insAB3,G0-10538,https://biocyc.org/gene?orgid=ECOLI&id=G0-10538
2678,insA2,G6139,https://biocyc.org/gene?orgid=ECOLI&id=G6139
2679,insE5,G7125,https://biocyc.org/gene?orgid=ECOLI&id=G7125
2680,insD6,G7895,https://biocyc.org/gene?orgid=ECOLI&id=G7895
2681,yhhT,EG12220,https://biocyc.org/gene?orgid=ECOLI&id=EG12220
